NC,Bezeichnung,NUF,bezeichnung_no_special_ch,concat_text
111,wohnräume,NUF_1,wohnraume,wohnräume | wohnraume
58115,museumsraum für lichtempfindliche exponate mit rlt 3,NUF_5,museumsraum fur lichtempfindliche exponate mit rlt 3,museumsraum für lichtempfindliche exponate mit rlt 3 | museumsraum fur lichtempfindliche exponate mit rlt 3
58116,museumsraum mit tageslichtdecke und rlt 3,NUF_5,museumsraum mit tageslichtdecke und rlt 3,museumsraum mit tageslichtdecke und rlt 3 | museumsraum mit tageslichtdecke und rlt 3
58117,museumsraum mit seitenlicht und rlt 3,NUF_5,museumsraum mit seitenlicht und rlt 3,museumsraum mit seitenlicht und rlt 3 | museumsraum mit seitenlicht und rlt 3
58121,künstleratelier,NUF_5,kunstleratelier,künstleratelier | kunstleratelier
582,lehr- und schausammlungsräume,NUF_5,lehr- und schausammlungsraume,lehr- und schausammlungsräume | lehr- und schausammlungsraume
58211,lehr- und schausammlungsraum,NUF_5,lehr- und schausammlungsraum,lehr- und schausammlungsraum | lehr- und schausammlungsraum
58221,austellungsraum/ -fläche,NUF_5,austellungsraum/ -flache,austellungsraum/ -fläche | austellungsraum/ -flache
591,kirchen,NUF_5,kirchen,kirchen | kirchen
59111,gottesdienstraum,NUF_5,gottesdienstraum,gottesdienstraum | gottesdienstraum
59112,andachtsraum,NUF_5,andachtsraum,andachtsraum | andachtsraum
59113,aussegnungsraum,NUF_5,aussegnungsraum,aussegnungsraum | aussegnungsraum
59114,aufbahrungsraum,NUF_5,aufbahrungsraum,aufbahrungsraum | aufbahrungsraum
59115,sakristei,NUF_5,sakristei,sakristei | sakristei
59116,kreuzgang,NUF_5,kreuzgang,kreuzgang | kreuzgang
611,räume für allgemeine untersuchung und behandlung,NUF_6,raume fur allgemeine untersuchung und behandlung,räume für allgemeine untersuchung und behandlung | raume fur allgemeine untersuchung und behandlung
61111,u + b raum/arztsprechzimmer,NUF_6,u + b raum/arztsprechzimmer,u + b raum/arztsprechzimmer | u + b raum/arztsprechzimmer
61112,u + b raum/arztsprechzimmer mit waschtisch,NUF_6,u + b raum/arztsprechzimmer mit waschtisch,u + b raum/arztsprechzimmer mit waschtisch | u + b raum/arztsprechzimmer mit waschtisch
61113,u + b raum mit waschtisch und medizinischer ausstattung,NUF_6,u + b raum mit waschtisch und medizinischer ausstattung,u + b raum mit waschtisch und medizinischer ausstattung | u + b raum mit waschtisch und medizinischer ausstattung
61114,u + b raum mit patienten wc und medizinischer ausstattung und rlt 1,NUF_6,u + b raum mit patienten wc und medizinischer ausstattung und rlt 1,u + b raum mit patienten wc und medizinischer ausstattung und rlt 1 | u + b raum mit patienten wc und medizinischer ausstattung und rlt 1
61115,u + b vorbereitungsungsraum mit rlt 1,NUF_6,u + b vorbereitungsungsraum mit rlt 1,u + b vorbereitungsungsraum mit rlt 1 | u + b vorbereitungsungsraum mit rlt 1
61118,u + b raum mit waschtisch und rlt 1,NUF_6,u + b raum mit waschtisch und rlt 1,u + b raum mit waschtisch und rlt 1 | u + b raum mit waschtisch und rlt 1
61121,"ambulante operationen, kategorie e; raumklasse ii",NUF_6,"ambulante operationen, kategorie e; raumklasse ii","ambulante operationen, kategorie e; raumklasse ii | ambulante operationen, kategorie e; raumklasse ii"
61122,kleine operative/ invasive eingriffe,NUF_6,kleine operative/ invasive eingriffe,kleine operative/ invasive eingriffe | kleine operative/ invasive eingriffe
612,"räume für medizinische erstversorgung und erste-hilfe, wundversorgung",NUF_6,"raume fur medizinische erstversorgung und erste-hilfe, wundversorgung","räume für medizinische erstversorgung und erste-hilfe, wundversorgung | raume fur medizinische erstversorgung und erste-hilfe, wundversorgung"
61211,erste-hilfe-raum,NUF_6,erste-hilfe-raum,erste-hilfe-raum | erste-hilfe-raum
61212,erste-hilfe-raum mit medizinischer ausstattung im krankenhaus,NUF_6,erste-hilfe-raum mit medizinischer ausstattung im krankenhaus,erste-hilfe-raum mit medizinischer ausstattung im krankenhaus | erste-hilfe-raum mit medizinischer ausstattung im krankenhaus
61221,gipsraum mit rlt 1,NUF_6,gipsraum mit rlt 1,gipsraum mit rlt 1 | gipsraum mit rlt 1
613,obduktions- und verstorbenenräume,NUF_6,obduktions- und verstorbenenraume,obduktions- und verstorbenenräume | obduktions- und verstorbenenraume
61311,aufbahrungsraum mit rlt 2,NUF_6,aufbahrungsraum mit rlt 2,aufbahrungsraum mit rlt 2 | aufbahrungsraum mit rlt 2
614,räume für beratung (medizinische vor- und fürsorge) und ausbildung,NUF_6,raume fur beratung (medizinische vor- und fursorge) und ausbildung,räume für beratung (medizinische vor- und fürsorge) und ausbildung | raume fur beratung (medizinische vor- und fursorge) und ausbildung
61411,demonstrationsraum mit einfacher ausstattung und rlt 1,NUF_6,demonstrationsraum mit einfacher ausstattung und rlt 1,demonstrationsraum mit einfacher ausstattung und rlt 1 | demonstrationsraum mit einfacher ausstattung und rlt 1
61412,projektions-/demonstrationsraum mit rlt 2,NUF_6,projektions-/demonstrationsraum mit rlt 2,projektions-/demonstrationsraum mit rlt 2 | projektions-/demonstrationsraum mit rlt 2
61413,klinischer konferenzraum pacs mit rlt 2,NUF_6,klinischer konferenzraum pacs mit rlt 2,klinischer konferenzraum pacs mit rlt 2 | klinischer konferenzraum pacs mit rlt 2
615,räume für tiermedizin,NUF_6,raume fur tiermedizin,räume für tiermedizin | raume fur tiermedizin
61511,tiermedizinischer u + b raum mit einfacher medizinischer ausstattung und rlt 1,NUF_6,tiermedizinischer u + b raum mit einfacher medizinischer ausstattung und rlt 1,tiermedizinischer u + b raum mit einfacher medizinischer ausstattung und rlt 1 | tiermedizinischer u + b raum mit einfacher medizinischer ausstattung und rlt 1
61512,tiermedizinischer u + b raum mit besonderer ausstattung und rlt 2,NUF_6,tiermedizinischer u + b raum mit besonderer ausstattung und rlt 2,tiermedizinischer u + b raum mit besonderer ausstattung und rlt 2 | tiermedizinischer u + b raum mit besonderer ausstattung und rlt 2
621,räume für neuro- und sinnesphysiologie,NUF_6,raume fur neuro- und sinnesphysiologie,räume für neuro- und sinnesphysiologie | raume fur neuro- und sinnesphysiologie
62111,u + b raum neurophysiologie mit rlt 1,NUF_6,u + b raum neurophysiologie mit rlt 1,u + b raum neurophysiologie mit rlt 1 | u + b raum neurophysiologie mit rlt 1
62112,u + b raum neurophysiologie mit rlt 2,NUF_6,u + b raum neurophysiologie mit rlt 2,u + b raum neurophysiologie mit rlt 2 | u + b raum neurophysiologie mit rlt 2
62121,sinnesphysiologischer u + b-raum mit rlt 2,NUF_6,sinnesphysiologischer u + b-raum mit rlt 2,sinnesphysiologischer u + b-raum mit rlt 2 | sinnesphysiologischer u + b-raum mit rlt 2
62122,audiometrieraum mit erschütterungsschutz und rlt 2,NUF_6,audiometrieraum mit erschutterungsschutz und rlt 2,audiometrieraum mit erschütterungsschutz und rlt 2 | audiometrieraum mit erschutterungsschutz und rlt 2
62131,augen-u + b-raum mit rlt 2,NUF_6,augen-u + b-raum mit rlt 2,augen-u + b-raum mit rlt 2 | augen-u + b-raum mit rlt 2
62132,"augen- u+b-raum mit laser, reflexionsfrei und rlt 2",NUF_6,"augen- u+b-raum mit laser, reflexionsfrei und rlt 2","augen- u+b-raum mit laser, reflexionsfrei und rlt 2 | augen- u+b-raum mit laser, reflexionsfrei und rlt 2"
62141,u + b raum atemphysiologie,NUF_6,u + b raum atemphysiologie,u + b raum atemphysiologie | u + b raum atemphysiologie
62142,u + b raum atemphysiologie mit rlt 2,NUF_6,u + b raum atemphysiologie mit rlt 2,u + b raum atemphysiologie mit rlt 2 | u + b raum atemphysiologie mit rlt 2
622,räume für herz-/ kreislaufdiagnostik,NUF_6,raume fur herz-/ kreislaufdiagnostik,räume für herz-/ kreislaufdiagnostik | raume fur herz-/ kreislaufdiagnostik
62211,u + b raum herz/kreislaufdiagnostik mit rlt 1,NUF_6,u + b raum herz/kreislaufdiagnostik mit rlt 1,u + b raum herz/kreislaufdiagnostik mit rlt 1 | u + b raum herz/kreislaufdiagnostik mit rlt 1
62212,u + b raum herz/kreislaufdiagnostik mit rlt 2,NUF_6,u + b raum herz/kreislaufdiagnostik mit rlt 2,u + b raum herz/kreislaufdiagnostik mit rlt 2 | u + b raum herz/kreislaufdiagnostik mit rlt 2
62213,u + b raum herz/ kreislaufdiagnostik mit rlt 3,NUF_6,u + b raum herz/ kreislaufdiagnostik mit rlt 3,u + b raum herz/ kreislaufdiagnostik mit rlt 3 | u + b raum herz/ kreislaufdiagnostik mit rlt 3
623,räume für zahnmedizinische behandlung,NUF_6,raume fur zahnmedizinische behandlung,räume für zahnmedizinische behandlung | raume fur zahnmedizinische behandlung
62311,zahnmedizinischer u + b-raum,NUF_6,zahnmedizinischer u + b-raum,zahnmedizinischer u + b-raum | zahnmedizinischer u + b-raum
624,räume für endoskopien,NUF_6,raume fur endoskopien,räume für endoskopien | raume fur endoskopien
62411,waschraum endoskopie mit rlt 1,NUF_6,waschraum endoskopie mit rlt 1,waschraum endoskopie mit rlt 1 | waschraum endoskopie mit rlt 1
62412,endoskopieraum mit rlt 3,NUF_6,endoskopieraum mit rlt 3,endoskopieraum mit rlt 3 | endoskopieraum mit rlt 3
62413,endoskopieraum mit rlt 3 und strahlenschutz,NUF_6,endoskopieraum mit rlt 3 und strahlenschutz,endoskopieraum mit rlt 3 und strahlenschutz | endoskopieraum mit rlt 3 und strahlenschutz
625,geburtshilferäume,NUF_6,geburtshilferaume,geburtshilferäume | geburtshilferaume
62511,geburtshilfe-/ vorbereitungs- und ergänzungsraum,NUF_6,geburtshilfe-/ vorbereitungs- und erganzungsraum,geburtshilfe-/ vorbereitungs- und ergänzungsraum | geburtshilfe-/ vorbereitungs- und erganzungsraum
62512,geburtshilferaum mit rlt 1,NUF_6,geburtshilferaum mit rlt 1,geburtshilferaum mit rlt 1 | geburtshilferaum mit rlt 1
62513,geburtshilferaum m. sonderausstattung und rlt 1,NUF_6,geburtshilferaum m. sonderausstattung und rlt 1,geburtshilferaum m. sonderausstattung und rlt 1 | geburtshilferaum m. sonderausstattung und rlt 1
631,räume für operationen,NUF_6,raume fur operationen,räume für operationen | raume fur operationen
63111,operationsraum,NUF_6,operationsraum,operationsraum | operationsraum
63112,operationsraum mit strahlenschutz,NUF_6,operationsraum mit strahlenschutz,operationsraum mit strahlenschutz | operationsraum mit strahlenschutz
63113,operationsraum mit sonderausstattung,NUF_6,operationsraum mit sonderausstattung,operationsraum mit sonderausstattung | operationsraum mit sonderausstattung
63114,operationsraum mit sonderausstattung und strahlenschutz,NUF_6,operationsraum mit sonderausstattung und strahlenschutz,operationsraum mit sonderausstattung und strahlenschutz | operationsraum mit sonderausstattung und strahlenschutz
63115,eingriffsraum mit besonderen hygienischen und rlt-anforderungen,NUF_6,eingriffsraum mit besonderen hygienischen und rlt-anforderungen,eingriffsraum mit besonderen hygienischen und rlt-anforderungen | eingriffsraum mit besonderen hygienischen und rlt-anforderungen
63116,operationsraum mit strahlen-/ laserschutz,NUF_6,operationsraum mit strahlen-/ laserschutz,operationsraum mit strahlen-/ laserschutz | operationsraum mit strahlen-/ laserschutz
63117,operationsraum für kinder,NUF_6,operationsraum fur kinder,operationsraum für kinder | operationsraum fur kinder
63121,eingriffsraum,NUF_6,eingriffsraum,eingriffsraum | eingriffsraum
63122,eingriffraum mit lasereinsatz (z.b. augenklinik: lasik-laser),NUF_6,eingriffraum mit lasereinsatz (z.b. augenklinik: lasik-laser),eingriffraum mit lasereinsatz (z.b. augenklinik: lasik-laser) | eingriffraum mit lasereinsatz (z.b. augenklinik: lasik-laser)
63123,"ambulante operationen, kategorie op",NUF_6,"ambulante operationen, kategorie op","ambulante operationen, kategorie op | ambulante operationen, kategorie op"
63124,operationsraum mit reduzierten rlt-anforderungen,NUF_6,operationsraum mit reduzierten rlt-anforderungen,operationsraum mit reduzierten rlt-anforderungen | operationsraum mit reduzierten rlt-anforderungen
63125,"operationsraum mit strahlen-/ laserschutz, reduzierten rlt-anforderungen",NUF_6,"operationsraum mit strahlen-/ laserschutz, reduzierten rlt-anforderungen","operationsraum mit strahlen-/ laserschutz, reduzierten rlt-anforderungen | operationsraum mit strahlen-/ laserschutz, reduzierten rlt-anforderungen"
63131,hybrid op,NUF_6,hybrid op,hybrid op | hybrid op
63132,hybrid-operationsraum angiographie,NUF_6,hybrid-operationsraum angiographie,hybrid-operationsraum angiographie | hybrid-operationsraum angiographie
63133,hybrid-operationsraum intraoperativer mrt,NUF_6,hybrid-operationsraum intraoperativer mrt,hybrid-operationsraum intraoperativer mrt | hybrid-operationsraum intraoperativer mrt
63134,hybrid-operationsraum ct,NUF_6,hybrid-operationsraum ct,hybrid-operationsraum ct | hybrid-operationsraum ct
632,op-ergänzungsräume; raumklassen i und ii,NUF_6,op-erganzungsraume; raumklassen i und ii,op-ergänzungsräume; raumklassen i und ii | op-erganzungsraume; raumklassen i und ii
63211,richtraum raumklasse ib,NUF_6,richtraum raumklasse ib,richtraum raumklasse ib | richtraum raumklasse ib
63212,richtraum raumklasse ia,NUF_6,richtraum raumklasse ia,richtraum raumklasse ia | richtraum raumklasse ia
63213,geräteraum raumklasse ib,NUF_6,gerateraum raumklasse ib,geräteraum raumklasse ib | gerateraum raumklasse ib
63214,geräteraum raumklasse ia,NUF_6,gerateraum raumklasse ia,geräteraum raumklasse ia | gerateraum raumklasse ia
63221,"waschraum op, raumklasse ii",NUF_6,"waschraum op, raumklasse ii","waschraum op, raumklasse ii | waschraum op, raumklasse ii"
63222,"patientenvorbereitungsraum op, raumklasse ii",NUF_6,"patientenvorbereitungsraum op, raumklasse ii","patientenvorbereitungsraum op, raumklasse ii | patientenvorbereitungsraum op, raumklasse ii"
63223,"einleitungsraum, raumklasse ii",NUF_6,"einleitungsraum, raumklasse ii","einleitungsraum, raumklasse ii | einleitungsraum, raumklasse ii"
63224,"einleitungs-/ausleitungsraum, raumklasse ii",NUF_6,"einleitungs-/ausleitungsraum, raumklasse ii","einleitungs-/ausleitungsraum, raumklasse ii | einleitungs-/ausleitungsraum, raumklasse ii"
63225,"ausleitungs-/entsorgungsraum, raumklasse ii",NUF_6,"ausleitungs-/entsorgungsraum, raumklasse ii","ausleitungs-/entsorgungsraum, raumklasse ii | ausleitungs-/entsorgungsraum, raumklasse ii"
63226,"gipsraum op, raumklasse ii",NUF_6,"gipsraum op, raumklasse ii","gipsraum op, raumklasse ii | gipsraum op, raumklasse ii"
63227,"medizinische versorgung op, raumklasse ii",NUF_6,"medizinische versorgung op, raumklasse ii","medizinische versorgung op, raumklasse ii | medizinische versorgung op, raumklasse ii"
63228,"medizinische entsorgung op, raumklasse ii",NUF_6,"medizinische entsorgung op, raumklasse ii","medizinische entsorgung op, raumklasse ii | medizinische entsorgung op, raumklasse ii"
63229,"umbettschleuse, raumklasse ii",NUF_6,"umbettschleuse, raumklasse ii","umbettschleuse, raumklasse ii | umbettschleuse, raumklasse ii"
633,tiermedizinische operationsräume,NUF_6,tiermedizinische operationsraume,tiermedizinische operationsräume | tiermedizinische operationsraume
63311,tierendoskopieraum mit rlt 1,NUF_6,tierendoskopieraum mit rlt 1,tierendoskopieraum mit rlt 1 | tierendoskopieraum mit rlt 1
63312,tieroprationsraum mit rlt 3,NUF_6,tieroprationsraum mit rlt 3,tieroprationsraum mit rlt 3 | tieroprationsraum mit rlt 3
63313,tieroperationsraum mit strahlenschutz und rlt 3,NUF_6,tieroperationsraum mit strahlenschutz und rlt 3,tieroperationsraum mit strahlenschutz und rlt 3 | tieroperationsraum mit strahlenschutz und rlt 3
641,räume für allgemeine und spezielle röntgendiagnostik,NUF_6,raume fur allgemeine und spezielle rontgendiagnostik,räume für allgemeine und spezielle röntgendiagnostik | raume fur allgemeine und spezielle rontgendiagnostik
64111,durchleuchtunggsraum mit rlt 2,NUF_6,durchleuchtunggsraum mit rlt 2,durchleuchtunggsraum mit rlt 2 | durchleuchtunggsraum mit rlt 2
64112,röntgenaufnahmeraum mit rlt 2,NUF_6,rontgenaufnahmeraum mit rlt 2,röntgenaufnahmeraum mit rlt 2 | rontgenaufnahmeraum mit rlt 2
64113,röntgenuntersuchungsraum experimentell mit rlt 2,NUF_6,rontgenuntersuchungsraum experimentell mit rlt 2,röntgenuntersuchungsraum experimentell mit rlt 2 | rontgenuntersuchungsraum experimentell mit rlt 2
64114,röntgenvorbereitungsraum mit rlt 2,NUF_6,rontgenvorbereitungsraum mit rlt 2,röntgenvorbereitungsraum mit rlt 2 | rontgenvorbereitungsraum mit rlt 2
64121,zahnmedizinischer röntgenuntersuchungsraum mit rlt 2,NUF_6,zahnmedizinischer rontgenuntersuchungsraum mit rlt 2,zahnmedizinischer röntgenuntersuchungsraum mit rlt 2 | zahnmedizinischer rontgenuntersuchungsraum mit rlt 2
642,räume für nuklearmedizinische diagnostik,NUF_6,raume fur nuklearmedizinische diagnostik,räume für nuklearmedizinische diagnostik | raume fur nuklearmedizinische diagnostik
64211,abklingraum nuklearmedizin mit rlt 1,NUF_6,abklingraum nuklearmedizin mit rlt 1,abklingraum nuklearmedizin mit rlt 1 | abklingraum nuklearmedizin mit rlt 1
64212,vorbereitungsraum nuklearmedizinische diagnostik mit rlt 1,NUF_6,vorbereitungsraum nuklearmedizinische diagnostik mit rlt 1,vorbereitungsraum nuklearmedizinische diagnostik mit rlt 1 | vorbereitungsraum nuklearmedizinische diagnostik mit rlt 1
64213,patientenvorbereitung (nukl. med.),NUF_6,patientenvorbereitung (nukl. med.),patientenvorbereitung (nukl. med.) | patientenvorbereitung (nukl. med.)
64216,applikation - diagnostik (u/b),NUF_6,applikation - diagnostik (u/b),applikation - diagnostik (u/b) | applikation - diagnostik (u/b)
64217,untersuchung- und behandlungsraum,NUF_6,untersuchung- und behandlungsraum,untersuchung- und behandlungsraum | untersuchung- und behandlungsraum
64221,meßraum mit einkanal-meßplatz und rlt 2,NUF_6,messraum mit einkanal-messplatz und rlt 2,meßraum mit einkanal-meßplatz und rlt 2 | messraum mit einkanal-messplatz und rlt 2
64222,meßraum mit (gamma) kamera und rlt 2,NUF_6,messraum mit (gamma) kamera und rlt 2,meßraum mit (gamma) kamera und rlt 2 | messraum mit (gamma) kamera und rlt 2
64223,meßraum für positronen-emissions-tomographie (pet) mit rlt 3,NUF_6,messraum fur positronen-emissions-tomographie (pet) mit rlt 3,meßraum für positronen-emissions-tomographie (pet) mit rlt 3 | messraum fur positronen-emissions-tomographie (pet) mit rlt 3
643,tomographieräume,NUF_6,tomographieraume,tomographieräume | tomographieraume
64311,computertomographieraum (ct) mit rlt 2,NUF_6,computertomographieraum (ct) mit rlt 2,computertomographieraum (ct) mit rlt 2 | computertomographieraum (ct) mit rlt 2
64312,spezialaufnahmenraum mit rlt 2,NUF_6,spezialaufnahmenraum mit rlt 2,spezialaufnahmenraum mit rlt 2 | spezialaufnahmenraum mit rlt 2
64313,schichtaufnahmenraum mit rlt 2,NUF_6,schichtaufnahmenraum mit rlt 2,schichtaufnahmenraum mit rlt 2 | schichtaufnahmenraum mit rlt 2
64314,angiographieraum mit rlt 2,NUF_6,angiographieraum mit rlt 2,angiographieraum mit rlt 2 | angiographieraum mit rlt 2
64315,magnetresonanz-tomographieraum (nmr) mit rlt 3,NUF_6,magnetresonanz-tomographieraum (nmr) mit rlt 3,magnetresonanz-tomographieraum (nmr) mit rlt 3 | magnetresonanz-tomographieraum (nmr) mit rlt 3
64316,pet-ct,NUF_6,pet-ct,pet-ct | pet-ct
64317,pet-mrt,NUF_6,pet-mrt,pet-mrt | pet-mrt
644,räume für ultraschall-/hochfrequenzdiagnostik,NUF_6,raume fur ultraschall-/hochfrequenzdiagnostik,räume für ultraschall-/hochfrequenzdiagnostik | raume fur ultraschall-/hochfrequenzdiagnostik
64411,ultraschalldiagnostikraum mit rlt 1,NUF_6,ultraschalldiagnostikraum mit rlt 1,ultraschalldiagnostikraum mit rlt 1 | ultraschalldiagnostikraum mit rlt 1
64412,ultraschalldiagnostikraum mit rlt 2,NUF_6,ultraschalldiagnostikraum mit rlt 2,ultraschalldiagnostikraum mit rlt 2 | ultraschalldiagnostikraum mit rlt 2
645,nuklearmedizinische diagnostik für tiermedizin,NUF_6,nuklearmedizinische diagnostik fur tiermedizin,nuklearmedizinische diagnostik für tiermedizin | nuklearmedizinische diagnostik fur tiermedizin
64511,strahlendiagnostikraum tiermedizin mit rlt 1,NUF_6,strahlendiagnostikraum tiermedizin mit rlt 1,strahlendiagnostikraum tiermedizin mit rlt 1 | strahlendiagnostikraum tiermedizin mit rlt 1
64512,nuklearmedizinischer meßraum für tiere mit rlt 1,NUF_6,nuklearmedizinischer messraum fur tiere mit rlt 1,nuklearmedizinischer meßraum für tiere mit rlt 1 | nuklearmedizinischer messraum fur tiere mit rlt 1
646,räume für nuklearmedizin: vorbereitung/ nachbereitung radionuklide,NUF_6,raume fur nuklearmedizin: vorbereitung/ nachbereitung radionuklide,räume für nuklearmedizin: vorbereitung/ nachbereitung radionuklide | raume fur nuklearmedizin: vorbereitung/ nachbereitung radionuklide
64611,radionuklidlabor,NUF_6,radionuklidlabor,radionuklidlabor | radionuklidlabor
64612,tresor mit schleuse (heißlabor),NUF_6,tresor mit schleuse (heisslabor),tresor mit schleuse (heißlabor) | tresor mit schleuse (heisslabor)
651,räume für nuklearmedizinische therapie,NUF_6,raume fur nuklearmedizinische therapie,räume für nuklearmedizinische therapie | raume fur nuklearmedizinische therapie
65111,oberflächenbestrahlung mit rlt 3,NUF_6,oberflachenbestrahlung mit rlt 3,oberflächenbestrahlung mit rlt 3 | oberflachenbestrahlung mit rlt 3
65112,halbtiefen-/ tiefenbestrahlung mit rlt 3,NUF_6,halbtiefen-/ tiefenbestrahlung mit rlt 3,halbtiefen-/ tiefenbestrahlung mit rlt 3 | halbtiefen-/ tiefenbestrahlung mit rlt 3
65113,linearbeschleuniger mit rlt 3,NUF_6,linearbeschleuniger mit rlt 3,linearbeschleuniger mit rlt 3 | linearbeschleuniger mit rlt 3
65114,bestrahlungsplanung mit rlt 3,NUF_6,bestrahlungsplanung mit rlt 3,bestrahlungsplanung mit rlt 3 | bestrahlungsplanung mit rlt 3
65115,bestrahlung mit offenen radioaktiven stoffen und rlt 2,NUF_6,bestrahlung mit offenen radioaktiven stoffen und rlt 2,bestrahlung mit offenen radioaktiven stoffen und rlt 2 | bestrahlung mit offenen radioaktiven stoffen und rlt 2
65116,bestrahlung mit umschlossenen radioaktiven stoffen und rlt 2,NUF_6,bestrahlung mit umschlossenen radioaktiven stoffen und rlt 2,bestrahlung mit umschlossenen radioaktiven stoffen und rlt 2 | bestrahlung mit umschlossenen radioaktiven stoffen und rlt 2
65121,bestrahlung mit offenen isotopen und rlt 2,NUF_6,bestrahlung mit offenen isotopen und rlt 2,bestrahlung mit offenen isotopen und rlt 2 | bestrahlung mit offenen isotopen und rlt 2
65122,bestrahlung mit umschlossenen isotopen - vorbereitung und rlt 2,NUF_6,bestrahlung mit umschlossenen isotopen - vorbereitung und rlt 2,bestrahlung mit umschlossenen isotopen - vorbereitung und rlt 2 | bestrahlung mit umschlossenen isotopen - vorbereitung und rlt 2
65123,bestrahlung mit umschlossenen isotopen - behandlung und rlt 2,NUF_6,bestrahlung mit umschlossenen isotopen - behandlung und rlt 2,bestrahlung mit umschlossenen isotopen - behandlung und rlt 2 | bestrahlung mit umschlossenen isotopen - behandlung und rlt 2
661,räume für medizinische bäder,NUF_6,raume fur medizinische bader,räume für medizinische bäder | raume fur medizinische bader
66111,medizinisches wannenbad mit rlt 1,NUF_6,medizinisches wannenbad mit rlt 1,medizinisches wannenbad mit rlt 1 | medizinisches wannenbad mit rlt 1
66112,medizinisches teilbad mit rlt 1,NUF_6,medizinisches teilbad mit rlt 1,medizinisches teilbad mit rlt 1 | medizinisches teilbad mit rlt 1
66113,unterwasserdruckstrahlmassage mit rlt 1,NUF_6,unterwasserdruckstrahlmassage mit rlt 1,unterwasserdruckstrahlmassage mit rlt 1 | unterwasserdruckstrahlmassage mit rlt 1
66114,kneipp'sche anwendungen mit rlt 1,NUF_6,kneipp'sche anwendungen mit rlt 1,kneipp'sche anwendungen mit rlt 1 | kneipp'sche anwendungen mit rlt 1
66115,bewegungswannenbad mit rlt 1,NUF_6,bewegungswannenbad mit rlt 1,bewegungswannenbad mit rlt 1 | bewegungswannenbad mit rlt 1
66116,schwimmbecken naßtherapie mit rlt 1,NUF_6,schwimmbecken nasstherapie mit rlt 1,schwimmbecken naßtherapie mit rlt 1 | schwimmbecken nasstherapie mit rlt 1
662,"räume für hydro-, bewegungstherapie sowie kuranwendungen",NUF_6,"raume fur hydro-, bewegungstherapie sowie kuranwendungen","räume für hydro-, bewegungstherapie sowie kuranwendungen | raume fur hydro-, bewegungstherapie sowie kuranwendungen"
66211,schwitzbad mit rlt 1,NUF_6,schwitzbad mit rlt 1,schwitzbad mit rlt 1 | schwitzbad mit rlt 1
66212,packungen - vorbereitung mit rlt 1,NUF_6,packungen - vorbereitung mit rlt 1,packungen - vorbereitung mit rlt 1 | packungen - vorbereitung mit rlt 1
66213,packungen - behandlung mit rlt 1,NUF_6,packungen - behandlung mit rlt 1,packungen - behandlung mit rlt 1 | packungen - behandlung mit rlt 1
66221,laufschule,NUF_6,laufschule,laufschule | laufschule
66222,traktionsraum,NUF_6,traktionsraum,traktionsraum | traktionsraum
663,elektrotherapieräume,NUF_6,elektrotherapieraume,elektrotherapieräume | elektrotherapieraume
66311,bestrahlungen mit rlt 1,NUF_6,bestrahlungen mit rlt 1,bestrahlungen mit rlt 1 | bestrahlungen mit rlt 1
66312,durchströmung mit rlt 1,NUF_6,durchstromung mit rlt 1,durchströmung mit rlt 1 | durchstromung mit rlt 1
66313,vibrationsmassage mit rlt 1,NUF_6,vibrationsmassage mit rlt 1,vibrationsmassage mit rlt 1 | vibrationsmassage mit rlt 1
66314,hyperthermietherapie mit rlt 3,NUF_6,hyperthermietherapie mit rlt 3,hyperthermietherapie mit rlt 3 | hyperthermietherapie mit rlt 3
664,"räume für spiel-, gruppen-, arbeits- und ergotherapie, heilpädagogik",NUF_6,"raume fur spiel-, gruppen-, arbeits- und ergotherapie, heilpadagogik","räume für spiel-, gruppen-, arbeits- und ergotherapie, heilpädagogik | raume fur spiel-, gruppen-, arbeits- und ergotherapie, heilpadagogik"
66411,rehabilitationsraum spieltherapie,NUF_6,rehabilitationsraum spieltherapie,rehabilitationsraum spieltherapie | rehabilitationsraum spieltherapie
66412,snoezelraum mit rlt 2,NUF_6,snoezelraum mit rlt 2,snoezelraum mit rlt 2 | snoezelraum mit rlt 2
66421,rehabilitationsraum arbeitstherapie,NUF_6,rehabilitationsraum arbeitstherapie,rehabilitationsraum arbeitstherapie | rehabilitationsraum arbeitstherapie
665,räume für krankengymnastik und massage,NUF_6,raume fur krankengymnastik und massage,räume für krankengymnastik und massage | raume fur krankengymnastik und massage
66511,gymnastikraum mit rlt 1,NUF_6,gymnastikraum mit rlt 1,gymnastikraum mit rlt 1 | gymnastikraum mit rlt 1
66521,massageraum mit rlt 1,NUF_6,massageraum mit rlt 1,massageraum mit rlt 1 | massageraum mit rlt 1
666,inhalations- und klimabehandlungsräume,NUF_6,inhalations- und klimabehandlungsraume,inhalations- und klimabehandlungsräume | inhalations- und klimabehandlungsraume
66611,einzelinhalation,NUF_6,einzelinhalation,einzelinhalation | einzelinhalation
66612,rauminhalation mit rlt 1,NUF_6,rauminhalation mit rlt 1,rauminhalation mit rlt 1 | rauminhalation mit rlt 1
671,"normal-, langzeit- und leichtpflegeräume",NUF_6,"normal-, langzeit- und leichtpflegeraume","normal-, langzeit- und leichtpflegeräume | normal-, langzeit- und leichtpflegeraume"
67111,normalpflegebettenraum,NUF_6,normalpflegebettenraum,normalpflegebettenraum | normalpflegebettenraum
